"id","fqdn/ip","port","severity","finding","cve","cwe"
"scanProblem","www2.assainissement.developpement-durable.gouv.fr/37.235.89.249","443","FATAL","Can't connect to '37.235.89.249:443'
Make sure a firewall is not between you and your scanning target!","",""
